,Unnamed: 0,Unnamed: 0.1,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,category_manual,new_pheno_annot
534,534,3071,categorical,41229,both_sexes,5D8,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NORTH TYNESIDE PCT,Health-related outcomes > Hospital inpatient > Summary Administration,5462,3089,2373,EUR,1,,,,,5135,,,,,,415396,,,,,,0.23921,,,,,,1.0849,,categorical-41229-both_sexes-5D8.tsv.bgz,categorical-41229-both_sexes-5D8.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5D8.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5D8.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5D8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5D8.tsv.bgz.tbi,546388292,1752014,7e8721637eadf65c92a814e457dea34a,012de2d93de80d6e502b2b2b32d4717e,CA_Summary_Administration_h0.23921_n5462,lifestyle_environment,CA_Administration_h0.23921_n5462
535,535,3073,categorical,41229,both_sexes,50,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",STOCKTON-ON-TEES TEACHING PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3719,1990,1729,EUR,1,,,,,3458,,,,,,417073,,,,,,0.31128,,,,,,1.0999,,categorical-41229-both_sexes-5E1.tsv.bgz,categorical-41229-both_sexes-5E1.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5E1.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5E1.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5E1.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5E1.tsv.bgz.tbi,545265799,1751741,5d66a982e02f98e86ba413988239def0,8d3ed87acb1450bf283ae58eb302e151,CA_Summary_Administration_h0.31128_n3719,lifestyle_environment,CA_Administration_h0.31128_n3719
536,536,3076,categorical,41229,both_sexes,5F5,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SALFORD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,2171,1056,1115,EUR,1,,,,,1925,,,,,,418606,,,,,,0.2681,,,,,,1.0366,,categorical-41229-both_sexes-5F5.tsv.bgz,categorical-41229-both_sexes-5F5.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5F5.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5F5.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5F5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5F5.tsv.bgz.tbi,541613464,1751996,b2bfb372fd4432349754bf4368cc9215,16d87a44b7af8698332bf3ad78c6f665,CA_Summary_Administration_h0.26810_n2171,lifestyle_environment,CA_Administration_h0.26810_n2171
537,537,3077,categorical,41229,both_sexes,5F7,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",STOCKPORT PCT,Health-related outcomes > Hospital inpatient > Summary Administration,613,306,307,EUR,1,,,,,537,,,,,,419994,,,,,,0.067913,,,,,,0.99439,,categorical-41229-both_sexes-5F7.tsv.bgz,categorical-41229-both_sexes-5F7.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5F7.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5F7.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5F7.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5F7.tsv.bgz.tbi,530936857,1751651,3b6c8d8131b00b3c265cd3516db89ca0,de3bb879e8ae1860107f0a8693b66b64,CA_Summary_Administration_h0.06791_n613,lifestyle_environment,CA_Administration_h0.06791_n613
538,538,3078,categorical,41229,both_sexes,5FL,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BATH AND NORTH EAST SOMERSET PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3674,2048,1626,EUR,1,,,,,3363,,,,,,417168,,,,,,0.21489,,,,,,1.0245,,categorical-41229-both_sexes-5FL.tsv.bgz,categorical-41229-both_sexes-5FL.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5FL.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5FL.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5FL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5FL.tsv.bgz.tbi,545522300,1752070,951cb5b49a6586daba04dc1b63c1e84c,93c221ad9ac9a75084d6e5d8d45199b3,CA_Summary_Administration_h0.21489_n3674,lifestyle_environment,CA_Administration_h0.21489_n3674
539,539,3080,categorical,41229,both_sexes,5H8,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",ROTHERHAM PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3142,1649,1493,EUR,1,,,,,2927,,,,,,417604,,,,,,0.39384,,,,,,1.1064,,categorical-41229-both_sexes-5H8.tsv.bgz,categorical-41229-both_sexes-5H8.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5H8.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5H8.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5H8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5H8.tsv.bgz.tbi,544259148,1751852,021398200df20ce75cbb7322539f4b39,e2508f294468486d4de5b8237ab6aaec,CA_Summary_Administration_h0.39384_n3142,lifestyle_environment,CA_Administration_h0.39384_n3142
540,540,3081,categorical,41229,both_sexes,5HG,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","ASHTON, LEIGH AND WIGAN PCT",Health-related outcomes > Hospital inpatient > Summary Administration,2555,1267,1288,EUR,1,,,,,2379,,,,,,418152,,,,,,0.2084,,,,,,1.1312,,categorical-41229-both_sexes-5HG.tsv.bgz,categorical-41229-both_sexes-5HG.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HG.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HG.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HG.tsv.bgz.tbi,542441555,1752032,4c6fe955d35b946bfb5f60456843018a,724ddcd09a51bbc6b0a4922b86cf3c36,CA_Summary_Administration_h0.20840_n2555,lifestyle_environment,CA_Administration_h0.20840_n2555
541,541,3085,categorical,41229,both_sexes,5J2,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",WARRINGTON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1781,887,894,EUR,1,,,,,1650,,,,,,418881,,,,,,0.30632,,,,,,1.0499,,categorical-41229-both_sexes-5J2.tsv.bgz,categorical-41229-both_sexes-5J2.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J2.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J2.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J2.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J2.tsv.bgz.tbi,540988166,1751814,a2f6f9d4ae64f0adfec418b3e93f0e09,042e9a9b9417458e2df448df65cb29f9,CA_Summary_Administration_h0.30632_n1781,lifestyle_environment,CA_Administration_h0.30632_n1781
542,542,3086,categorical,41229,both_sexes,5J4,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",KNOWSLEY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1423,774,649,EUR,1,,,,,1324,,,,,,419207,,,,,,0.39506,,,,,,1.0214,,categorical-41229-both_sexes-5J4.tsv.bgz,categorical-41229-both_sexes-5J4.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J4.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J4.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J4.tsv.bgz.tbi,539326005,1752172,459fede8ce57085dcfb17a4138b7825b,dd20f5166437e56eafee545c933f255e,CA_Summary_Administration_h0.39506_n1423,lifestyle_environment,CA_Administration_h0.39506_n1423
543,543,3087,categorical,41229,both_sexes,5J6,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",CALDERDALE PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1954,1054,900,EUR,1,,,,,1771,,,,,,418760,,,,,,0.14144,,,,,,1.0408,,categorical-41229-both_sexes-5J6.tsv.bgz,categorical-41229-both_sexes-5J6.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J6.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J6.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J6.tsv.bgz.tbi,541458354,1751702,41a6ea9aa4723b8ff29565bd4b4759b8,b6853fb81e9709dd89e297da22b2c02e,CA_Summary_Administration_h0.14144_n1954,lifestyle_environment,CA_Administration_h0.14144_n1954
544,544,3088,categorical,41229,both_sexes,5J9,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",DARLINGTON PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1684,894,790,EUR,1,,,,,1571,,,,,,418960,,,,,,0.29228,,,,,,1.0273,,categorical-41229-both_sexes-5J9.tsv.bgz,categorical-41229-both_sexes-5J9.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J9.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J9.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5J9.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5J9.tsv.bgz.tbi,541059108,1752048,e618e76e9a12daf10658ab6b716ed4d1,477614099b559890b9737b92dfceb353,CA_Summary_Administration_h0.29228_n1684,lifestyle_environment,CA_Administration_h0.29228_n1684
545,545,3089,categorical,41229,both_sexes,5JE,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BARNSLEY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,2467,1293,1174,EUR,1,,,,,2318,,,,,,418213,,,,,,0.39221,,,,,,1.0543,,categorical-41229-both_sexes-5JE.tsv.bgz,categorical-41229-both_sexes-5JE.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JE.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JE.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JE.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JE.tsv.bgz.tbi,543077056,1751949,552e93cedd8486c7fe3a934cdd10876a,6d1f744fc0696c66f3223369fc1a76a4,CA_Summary_Administration_h0.39221_n2467,lifestyle_environment,CA_Administration_h0.39221_n2467
546,546,3090,categorical,41229,both_sexes,5JX,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BURY PCT,Health-related outcomes > Hospital inpatient > Summary Administration,3536,1991,1545,EUR,1,,,,,3011,,,,,,417520,,,,,,0.25222,,,,,,1.0694,,categorical-41229-both_sexes-5JX.tsv.bgz,categorical-41229-both_sexes-5JX.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JX.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JX.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5JX.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5JX.tsv.bgz.tbi,544090007,1752167,2e2e002aebb4e3b167c3c82dd470495c,328020d919bd56a353b68f40362a51bb,CA_Summary_Administration_h0.25222_n3536,lifestyle_environment,CA_Administration_h0.25222_n3536
547,547,3093,categorical,41229,both_sexes,5K7,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",CAMDEN PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1381,826,555,EUR,1,,,,,879,,,,,,419652,,,,,,0.22144,,,,,,1.0227,,categorical-41229-both_sexes-5K7.tsv.bgz,categorical-41229-both_sexes-5K7.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5K7.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5K7.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5K7.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5K7.tsv.bgz.tbi,536362367,1751957,c081edb7bd63c5c808f8e547a90f54a9,9fca8884855ae537083adf74d63afaca,CA_Summary_Administration_h0.22144_n1381,lifestyle_environment,CA_Administration_h0.22144_n1381
548,548,3096,categorical,41229,both_sexes,5KF,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",GATESHEAD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,4630,2527,2103,EUR,1,,,,,4369,,,,,,416162,,,,,,0.26285,,,,,,1.073,,categorical-41229-both_sexes-5KF.tsv.bgz,categorical-41229-both_sexes-5KF.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5KF.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5KF.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5KF.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5KF.tsv.bgz.tbi,545730098,1752050,bd7d7391b52c926adef58eb00d99f8c7,ec94178b42c75073327bcdcdbed31d37,CA_Summary_Administration_h0.26285_n4630,lifestyle_environment,CA_Administration_h0.26285_n4630
549,549,3097,categorical,41229,both_sexes,5KG,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SOUTH TYNESIDE PCT,Health-related outcomes > Hospital inpatient > Summary Administration,2673,1415,1258,EUR,1,,,,,2511,,,,,,418020,,,,,,0.41782,,,,,,1.0123,,categorical-41229-both_sexes-5KG.tsv.bgz,categorical-41229-both_sexes-5KG.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5KG.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5KG.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5KG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5KG.tsv.bgz.tbi,543322041,1752051,97249640177bfc9bc45d7b374a149ecf,e0580931bb0147a76444239344f81943,CA_Summary_Administration_h0.41782_n2673,lifestyle_environment,CA_Administration_h0.41782_n2673
550,550,3098,categorical,41229,both_sexes,5KL,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SUNDERLAND TEACHING PCT,Health-related outcomes > Hospital inpatient > Summary Administration,4125,2184,1941,EUR,1,,,,,3900,,,,,,416631,,,,,,0.25363,,,,,,1.1173,,categorical-41229-both_sexes-5KL.tsv.bgz,categorical-41229-both_sexes-5KL.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5KL.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5KL.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5KL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5KL.tsv.bgz.tbi,545161934,1752194,b7e462c8a6fa76e348d0f58f8e93dd35,8a840ee1db4c254a3ca9e055ade10b3c,CA_Summary_Administration_h0.25363_n4125,lifestyle_environment,CA_Administration_h0.25363_n4125
551,551,3101,categorical,41229,both_sexes,5LC,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",WESTMINSTER PCT,Health-related outcomes > Hospital inpatient > Summary Administration,1228,666,562,EUR,1,,,,,768,,,,,,419763,,,,,,0.17192,,,,,,1.0476,,categorical-41229-both_sexes-5LC.tsv.bgz,categorical-41229-both_sexes-5LC.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5LC.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5LC.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5LC.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5LC.tsv.bgz.tbi,535216127,1751948,9c2a23972b6eb1d2bb6371b7fab184ab,64cf4e310b05bc62a37576b2498ef7e6,CA_Summary_Administration_h0.17192_n1228,lifestyle_environment,CA_Administration_h0.17192_n1228
